DISTRICT,STREET ID,STREET NAME,SEC ID,BEG LOCATION,END LOCATION,FC,ST,Lns,L,W,"AREA (SqFt)",PCI DATE,PCI,"Last MnR Date",Last MnR Treatment
8,638452,PIEDMONT AVE,070,ASHBY AVE,WEBSTER ST,R,A,2,660,34,"22,440",07/20/2022,30,07/01/1993,RECONSTRUCT SURFACE (AC)
8,637453,PIEDMONT CRESCENT,060,DWIGHT WAY,WARRING ST,C,A,2,285,56,"15,960",07/27/2022,91,10/10/2016,RECONSTRUCT
8,637454,PINE AVE,068,RUSSELL ST,ASHBY AVE,R,A,2,325,32,"10,400",07/20/2022,39,07/01/1993,RECONSTRUCT SURFACE (AC)
8,638454,PINE AVE,070,ASHBY AVE,WEBSTER ST,R,A,2,660,26,"17,160",07/20/2022,28,07/01/1993,RECONSTRUCT SURFACE (AC)
2,931457,POE ST,040,BONAR ST,DEAD END (BONAR ST),R,A,2,175,30,"5,250",07/13/2022,93,07/03/2019,RECONSTRUCT SURFACE (AC)
6,111458,POPLAR ST,070,CRAGMONT AVE,EUCLID AVE,R,A,2,545,20,"10,900",07/07/2022,24,09/08/1999,RECONSTRUCT SURFACE (AC)
6,111458,POPLAR ST,080,EUCLID AVE,HILLDALE AVE,R,A,2,575,20,"11,500",07/07/2022,19,,
6,115459,POPPY LANE,070,HILLDALE AVE,KEELER AVE,R,A,2,980,22,"21,560",07/07/2022,37,09/08/1999,RECONSTRUCT SURFACE (AC)
5,213460,PORTLAND AVE,050,WEST CITY LIMIT (NEILSON),COLUSA AVE,R,A,2,"1,250",36,"45,000",07/19/2022,57,12/01/1989,RECONSTRUCT SURFACE (AC)
5,213461,POSEN AVE,050,WEST CITY LIMIT (MONTEREY),COLUSA AVE,R,O,2,683,49,"33,467",07/19/2022,25,08/10/1998,MILL AND OVERLAY W/FABRIC
2,920462,POTTER ST,020,3RD ST (WEST END),9TH ST,R,O,2,"1,700",34,"57,800",07/13/2022,87,06/26/2013,MILL AND OVERLAY
2,920462,POTTER ST,030,BAY ST,I-80 FREEWAY RAMP,A,A,2,700,23,"16,100",07/14/2022,85,10/16/2015,RECONSTRUCT
2,940463,PRINCE ST,045,ACTON ST,STANTON ST,R,A,2,523,24,"12,552",07/12/2022,89,08/29/2007,RECONSTRUCT STRUCTURE (AC)
3,739463,PRINCE ST,065,TREMONT ST,SHATTUCK AVE,R,A,2,601,36,"21,636",07/08/2022,92,07/03/2019,RECONSTRUCT SURFACE (AC)
8,739463,PRINCE ST,067,SHATTUCK AVE,TELEGRAPH AVE,R,A,2,"1,784",36,"64,224",07/08/2022,93,07/03/2019,RECONSTRUCT SURFACE (AC)
8,739463,PRINCE ST,070,TELEGRAPH AVE,DANA ST,R,O,2,406,36,"14,616",07/28/2022,40,07/01/1988,MILL AND OVERLAY W/FABRIC
8,739463,PRINCE ST,075,DANA ST,BATEMAN ST,R,O,2,771,24,"18,504",07/28/2022,41,07/01/1988,MILL AND OVERLAY W/FABRIC
8,638463,PRINCE ST,080,CLAREMONT AVE,COLLEGE AVE,R,O,2,"1,510",36,"54,360",07/28/2022,78,09/24/2008,MILL AND THICK OVERLAY
"7,8",627464,PROSPECT ST,052,BANCROFT WAY,HILLSIDE AVE,R,A,2,710,36,"25,560",07/27/2022,92,08/16/2019,RECONSTRUCT STRUCTURE (AC)
"7,8",627464,PROSPECT ST,056,HILLSIDE AVE,DWIGHT WAY,R,O,2,530,36,"19,080",07/27/2022,88,07/03/2013,MILL AND OVERLAY
6,516470,QUAIL AVE,080,NORTHGATE AVE,CAMPUS DR,R,A,2,340,21,"7,140",07/07/2022,82,08/02/2012,RECONSTRUCT STRUCTURE (AC)
6,516470,QUAIL AVE,085,CAMPUS DR,QUEENS RD,R,A,2,325,23,"7,475",07/07/2022,49,07/31/1994,RECONSTRUCT STRUCTURE (AC)
6,516472,QUARRY RD,030,DEAD END (LA LOMA AVE),LA LOMA AVE,R,A,2,340,12,"4,080",07/08/2022,35,,
6,516471,QUEENS RD,030,SHASTA RD,QUAIL AVE,R,A,2,640,22,"14,080",07/07/2022,38,07/01/1993,RECONSTRUCT STRUCTURE (AC)
6,516471,QUEENS RD,031,QUAIL AVE,FAIRLAWN DR,R,A,2,880,21,"18,480",07/07/2022,34,07/01/1993,RECONSTRUCT STRUCTURE (AC)
6,516471,QUEENS RD,033,FAIRLAWN DR,AVENIDA DR,R,A,2,975,21,"20,475",07/07/2022,45,07/01/1993,RECONSTRUCT STRUCTURE (AC)
6,111482,REGAL RD,070,SPRUCE ST,MARIN AVE,R,O,2,"1,050",24,"25,200",07/08/2022,20,07/01/1996,MILL AND OVERLAY W/FABRIC
6,115482,REGAL RD,075,MARIN AVE,EUCLID AVE,R,O,2,550,24,"13,200",07/08/2022,32,07/01/1996,MILL AND OVERLAY W/FABRIC
6,115482,REGAL RD,076,EUCLID AVE,CRAGMONT AVE,R,A,2,"1,325",22,"29,150",07/08/2022,31,07/01/1996,RECONSTRUCT STRUCTURE (AC)
8,736483,REGENT ST,060,DWIGHT WAY,DERBY ST,R,A,2,"1,345",36,"48,420",07/28/2022,32,11/20/1998,RECONSTRUCT STRUCTURE (AC)
8,736483,REGENT ST,065,WILLARD PARK SCHOOL (WARD ST),ASHBY AVE,R,O,2,"1,440",36,"51,840",07/29/2022,26,11/24/1998,MILL AND OVERLAY W/FABRIC
8,739483,REGENT ST,070,ASHBY AVE,DEAD END,R,O,2,720,36,"25,920",07/29/2022,61,11/01/1986,THICK OVERLAY W/FABRIC
8,739483,REGENT ST,075,DEAD END,CITY LIMIT (WOOLSEY ST),R,O,2,370,36,"13,320",07/29/2022,67,,
6,525484,RIDGE RD,070,SCENIC AVE,EUCLID AVE,R,O,2,670,36,"24,120",07/06/2022,88,07/09/2014,MILL AND OVERLAY
6,525484,RIDGE RD,072,EUCLID AVE,LA LOMA AVE,R,O,2,975,36,"35,100",07/06/2022,87,07/09/2014,MILL AND OVERLAY
6,525484,RIDGE RD,077,LA LOMA AVE,HIGHLAND PL,R,A,2,340,36,"12,240",07/06/2022,90,10/11/2019,RECONSTRUCT SURFACE (AC)
8,638485,ROANOKE RD,070,HILLCREST RD & THE UPLANDS,SOUTH CITY LIMIT,R,A,2,300,24,"7,200",07/20/2022,41,,
8,638486,ROBLE CT,090,DEAD END (ROBLE RD),ROBLE RD,R,P,2,430,24,"10,320",07/20/2022,7,,
8,638487,ROBLE RD,070,TUNNEL RD,SOUTH CITY LIMIT (ROBLE CT),R,O,2,920,24,"22,080",07/20/2022,89,11/04/2015,MILL AND OVERLAY
6,111489,ROCK LANE,010,POPLAR ST,CRAGMONT AVE,R,O,2,800,22,"17,600",07/08/2022,17,10/01/1992,MILL AND THICK OVERLAY
4,830491,ROOSEVELT AVE,050,ADDISON ST,CHANNING WAY,R,O,2,"1,995",42,"83,790",07/27/2022,23,12/08/1998,MILL AND THIN OVERLAY
4,830491,ROOSEVELT AVE,058,CHANNING WAY,DWIGHT WAY,R,A,2,660,42,"27,720",07/11/2022,87,10/30/2020,SLURRY SEAL
1,319492,ROSE ST,040,HOPKINS ST,CHESTNUT ST,R,O,2,703,36,"25,308",07/19/2022,88,10/10/2016,MILL AND OVERLAY
1,319492,ROSE ST,044,CHESTNUT ST,ORDWAY ST,R,O,2,655,36,"23,580",07/14/2022,89,10/10/2016,MILL AND OVERLAY
1,319492,ROSE ST,045,ORDWAY ST,SACRAMENTO ST,R,O,2,"1,250",36,"45,000",07/14/2022,91,10/10/2016,MILL AND OVERLAY
5,418492,ROSE ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,C,O,2,"2,559",36,"92,124",07/14/2022,19,08/01/1991,MILL AND OVERLAY W/FABRIC
5,517492,ROSE ST,063,MILVIA ST,SHATTUCK AVE,C,O,2,675,40,"27,000",07/14/2022,84,11/20/2015,MILL AND OVERLAY
5,517492,ROSE ST,065,SHATTUCK AVE,SPRUCE ST,C,P,2,945,36,"34,020",07/14/2022,83,04/04/2016,CONCRETE REPAIR
6,516492,ROSE ST,070,SPRUCE ST,ARCH ST,R,A,2,315,36,"11,340",07/07/2022,84,06/30/2010,RECONSTRUCT STRUCTURE (AC)
6,516492,ROSE ST,072,ARCH ST,SCENIC AVE,R,A,2,455,24,"10,920",07/07/2022,85,,
6,516492,ROSE ST,075,LE ROY AVE,EAST END,R,O,2,830,18,"14,940",07/07/2022,94,10/28/2020,MILL AND OVERLAY
6,111494,ROSEMONT AVE,070,CRESTON RD,VISTAMONT AVE,R,A,2,540,24,"12,960",07/08/2022,37,10/20/2000,RECONSTRUCT SURFACE (AC)
8,638495,ROSLYN CT,080,THE SOUTH CROSSWAYS,CHABOLYN TERRACE,R,A,2,150,20,"3,000",07/28/2022,84,11/04/2015,RECONSTRUCT
5,112496,RUGBY AVE,010,NORTH CITY LIMIT (VERMONT),VERMONT AVE,R,A,2,210,25,"5,250",07/18/2022,95,07/03/2019,RECONSTRUCT SURFACE (AC)
2,933497,RUSSELL ST,040,SAN PABLO AVE,PARK ST,R,O,2,"1,230",36,"44,280",07/12/2022,29,09/01/1991,MILL AND OVERLAY W/FABRIC
2,933497,RUSSELL ST,045,PARK ST,SACRAMENTO ST,R,O,2,"1,021",36,"36,756",07/12/2022,25,08/01/1993,MILL AND OVERLAY W/FABRIC
3,834497,RUSSELL ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,O,2,"2,375",36,"85,500",07/11/2022,87,11/18/2015,MILL AND OVERLAY
3,835497,RUSSELL ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,O,2,715,36,"25,740",07/11/2022,71,06/15/2016,SLURRY SEAL
3,735497,RUSSELL ST,061,MILVIA ST,ADELINE ST,R,O,2,115,36,"4,140",07/11/2022,97,06/15/2016,SLURRY SEAL
3,735497,RUSSELL ST,062,ADELINE ST,SHATTUCK AVE,R,O,2,465,36,"16,740",07/11/2022,40,03/01/1992,THIN AC OVERLAY(1.5 INCHES)
3,735497,RUSSELL ST,063,SHATTUCK AVE,FULTON ST,R,O,2,855,36,"30,780",07/11/2022,30,12/08/1998,MILL AND OVERLAY W/FABRIC
3,736497,RUSSELL ST,070,FULTON ST,TELEGRAPH AVE,R,O,2,"1,265",36,"45,540",07/11/2022,29,12/08/1998,MILL AND OVERLAY W/FABRIC
8,736497,RUSSELL ST,075,TELEGRAPH AVE,HILLEGASS AVE,R,O,2,"1,125",35,"39,375",07/29/2022,67,06/15/2016,SLURRY SEAL
8,636497,RUSSELL ST,076,HILLEGASS AVE,BENVENUE AVE,R,O,2,360,35,"12,600",07/29/2022,70,06/15/2016,SLURRY SEAL
8,636497,RUSSELL ST,077,BENVENUE AVE,COLLEGE AVE,R,O,2,360,35,"12,600",07/29/2022,91,10/27/2015,MILL AND OVERLAY
8,637497,RUSSELL ST,080,COLLEGE AVE,PIEDMONT AVE,R,A,2,585,36,"21,060",07/29/2022,56,07/31/2002,RECONSTRUCT STRUCTURE (AC)
8,637497,RUSSELL ST,085,PIEDMONT AVE,CLAREMONT BLVD,R,A,2,"1,590",36,"57,240",07/29/2022,67,,
8,637497,RUSSELL ST,088,CLAREMONT BLVD,EAST CITY LIMIT (DOMINGO AVE),R,O,2,135,36,"4,860",07/29/2022,35,08/01/1996,MILL AND OVERLAY W/FABRIC
"1,5",418510,SACRAMENTO ST,030,HOPKINS ST,ROSE ST,A,A,2,789,36,"28,404",07/18/2022,59,12/01/1989,RECONSTRUCT STRUCTURE (AC)
"1,5",418510,SACRAMENTO ST,034,ROSE ST,CEDAR ST,A,O,4,845,66,"55,770",07/21/2022,60,08/26/2008,MILL AND THICK OVERLAY
1,423510,SACRAMENTO ST,035,CEDAR ST,VIRGINIA ST,A,O,2,660,68,"44,880",07/21/2022,44,08/26/2008,MILL AND THICK OVERLAY
1,423510,SACRAMENTO ST,040,VIRGINIA ST,UNIVERSITY AVE,A,O,2,"1,587",80,"126,960",07/21/2022,84,08/14/2015,MILL AND OVERLAY
"2,4",830510,SACRAMENTO ST,050,UNIVERSITY AVE,DWIGHT WAY,A,O,4,"3,001",56,"168,056",07/21/2022,69,12/02/2011,MILL AND THICK OVERLAY
"2,3",834510,SACRAMENTO ST,064,OREGON ST,ASHBY AVE,A,A,4,"1,021",63,"64,323",07/13/2022,86,11/21/2011,RECONSTRUCT STRUCTURE (AC)
"2,3",840510,SACRAMENTO ST,070,ASHBY AVE,SOUTH CITY LIMIT (ALCATRAZ),A,O,4,"2,164",64,"138,496",07/13/2022,84,06/26/2013,MILL AND OVERLAY
3,834510,SACRAMENTO ST (NB),062,OREGON ST,DWIGHT WAY,A,A,2,"2,310",33,"76,230",07/12/2022,82,11/21/2011,RECONSTRUCT STRUCTURE (AC)
2,834510,SACRAMENTO ST (SB),060,DWIGHT WAY,OREGON ST,A,A,2,"2,310",32,"73,920",07/12/2022,75,11/21/2011,RECONSTRUCT STRUCTURE (AC)
5,212511,SAN ANTONIO AVE,060,SAN RAMON AVE & THE ALAMEDA,ARLINGTON AVE,R,A,2,865,24,"20,760",07/18/2022,67,09/13/2002,RECONSTRUCT STRUCTURE (AC)
5,112511,SAN ANTONIO AVE,062,ARLINGTON AVE,300 FT +/- EAST OF AVIS RD,R,O,2,525,17,"8,925",07/18/2022,32,07/10/1997,MILL AND THICK OVERLAY
5,112513,SAN DIEGO RD,010,SOUTHAMPTON AVE,INDIAN ROCK AVE,R,A,2,"1,850",19,"35,150",07/18/2022,50,06/09/2000,RECONSTRUCT SURFACE (AC)
5,212514,SAN FERNANDO AVE,010,ARLINGTON AVE,YOSEMITE RD,R,A,2,"1,055",24,"25,320",07/18/2022,84,08/08/2012,RECONSTRUCT STRUCTURE (AC)
5,212515,SAN JUAN AVE,060,SANTA CLARA AVE,SAN FERNANDO AVE,R,O,2,900,24,"21,600",07/18/2022,87,08/03/2012,MILL AND THIN OVERLAY
5,213516,SAN LORENZO AVE,050,WEST CITY LIMIT (NEILSON),PERALTA AVE,R,A,2,370,26,"9,620",07/19/2022,66,12/01/1989,RECONSTRUCT SURFACE (AC)
5,213516,SAN LORENZO AVE,052,PERALTA AVE,THE ALAMEDA,R,A,2,"2,145",26,"55,770",07/19/2022,51,09/08/1999,RECONSTRUCT STRUCTURE (AC)
5,112517,SAN LUIS RD,010,ARLINGTON AVE,INDIAN ROCK AVE,R,A,2,"3,430",22,"75,460",07/18/2022,59,07/08/1997,RECONSTRUCT STRUCTURE (AC)
5,112518,SAN MATEO RD,010,DEAD END (CUL-DE-SAC),INDIAN ROCK AVE,R,O,2,780,24,"18,720",07/18/2022,15,08/10/1998,MILL AND OVERLAY W/FABRIC
5,213519,SAN MIGUEL AVE,010,THOUSAND OAKS BLVD,SANTA ROSA AVE,R,A,2,470,22,"10,340",07/19/2022,82,07/25/2014,RECONSTRUCT STRUCTURE (AC)
5,213521,SAN PEDRO AVE,050,COLUSA AVE,THE ALAMEDA,R,A,2,"1,050",26,"27,300",07/19/2022,76,12/01/2017,SLURRY SEAL
5,212522,SAN RAMON AVE,060,SAN ANTONIO AVE & THE ALAMEDA,SAN FERNANDO AVE,R,A,2,"1,060",24,"25,440",07/18/2022,33,06/12/2000,RECONSTRUCT SURFACE (AC)
5,112523,SANTA BARBARA RD,010,ARLINGTON AVE,FLORIDA AVE,R,O,2,"1,040",26,"27,040",07/18/2022,35,06/01/1995,MILL AND OVERLAY W/FABRIC
5,112523,SANTA BARBARA RD,012,FLORIDA AVE,MARIN AVE,R,A,2,"3,250",26,"84,500",07/18/2022,61,07/07/1997,RECONSTRUCT STRUCTURE (AC)
5,114523,SANTA BARBARA RD,020,MARIN AVE,SPRUCE ST,R,A,2,510,24,"12,240",07/18/2022,55,10/01/1994,RECONSTRUCT STRUCTURE (AC)
6,115523,SANTA BARBARA RD,025,SPRUCE ST,CRAGMONT AVE,R,A,2,605,24,"14,520",07/18/2022,18,10/01/1992,RECONSTRUCT STRUCTURE (AC)
5,212524,SANTA CLARA AVE,010,SAN RAMON AVE,THOUSAND OAKS BLVD,R,A,2,870,24,"20,880",07/18/2022,88,08/08/2012,RECONSTRUCT STRUCTURE (AC)
1,319525,SANTA FE AVE,030,NORTH CITY LIMIT,GILMAN ST,R,O,2,587,30,"17,610",07/21/2022,91,10/30/2020,SLURRY SEAL
1,319525,SANTA FE AVE,035,GILMAN ST,CORNELL AVE & PAGE ST,R,O,2,"1,450",31,"44,950",07/21/2022,96,10/23/2020,MILL AND OVERLAY
5,213526,SANTA ROSA AVE,015,MENLO PLACE,THOUSAND OAKS BLVD,R,A,2,455,22,"10,010",07/19/2022,81,07/25/2014,RECONSTRUCT STRUCTURE (AC)
5,213526,SANTA ROSA AVE,020,THOUSAND OAKS BLVD,SAN LORENZO AVE,R,O,2,"1,280",24,"30,720",07/19/2022,81,07/25/2014,MILL AND OVERLAY
6,516527,SCENIC AVE,030,BAYVIEW PL/ ROSE ST,VINE ST,R,A,2,"1,030",24,"24,720",07/06/2022,60,06/30/2010,RECONSTRUCT STRUCTURE (AC)
6,516527,SCENIC AVE,035,VINE ST,CEDAR ST,R,O,2,645,36,"23,220",07/06/2022,77,06/30/2010,MILL AND THIN OVERLAY
6,525527,SCENIC AVE,040,CEDAR ST,HEARST AVE,R,A,2,"1,600",36,"57,600",07/06/2022,17,,
2,320568,SEAWALL DR,010,NORTH END,UNIVERSITY AVE,R,O,2,"1,350",28,"37,800",07/14/2022,16,10/01/1994,MILL AND OVERLAY W/FABRIC
2,920568,SEAWALL DR,020,UNIVERSITY AVE,SOUTH END,R,O,2,"1,100",31,"34,100",07/14/2022,17,10/01/1994,MILL AND OVERLAY W/FABRIC
6,516529,SENIOR AVE,080,FAIRLAWN DR,GRIZZLY PEAK BLVD,R,O,2,700,24,"16,800",07/07/2022,26,06/01/1995,MILL AND OVERLAY W/FABRIC
6,516532,SHASTA RD,070,TAMALPAIS RD AND ROSE ST,TAMALPAIS RD,R,O,2,"1,540",22,"33,880",07/07/2022,49,06/01/1995,MILL AND OVERLAY W/FABRIC
6,115532,SHASTA RD,072,TAMALPAIS RD,KEITH AVE,R,O,2,565,20,"11,300",07/07/2022,50,06/01/1995,MILL AND OVERLAY W/FABRIC
6,115532,SHASTA RD,073,KEITH AVE,CRAGMONT AVE,C,O,2,"1,000",24,"24,000",07/07/2022,50,11/01/1986,THICK OVERLAY W/FABRIC
6,115532,SHASTA RD,074,CRAGMONT AVE,KEELER AVE,C,O,2,680,25,"17,000",07/07/2022,72,06/15/2016,SLURRY SEAL
6,115532,SHASTA RD,075,KEELER AVE,QUEENS RD,C,O,2,"1,315",24,"31,560",07/07/2022,87,07/09/2014,MILL AND OVERLAY
6,115532,SHASTA RD,076,QUEENS RD,GRIZZLY PEAK BLVD,C,O,2,"1,130",25,"28,250",07/07/2022,74,07/09/2014,MILL AND OVERLAY
6,115532,SHASTA RD,077,GRIZZLY PEAK BLVD,PARK GATE,C,O,2,250,29,"7,250",07/07/2022,94,10/20/2020,MILL AND THICK OVERLAY
6,115532,SHASTA RD,079,PARK GATE,EAST CITY LIMIT (GOLF COURSE),C,A,2,565,20,"11,300",07/07/2022,96,10/20/2020,RECONSTRUCT STRUCTURE (AC)
5,114533,SHATTUCK AVE,020,MARIN AVE,LOS ANGELES AVE,R,A,2,950,24,"22,800",07/14/2022,79,11/06/2003,RECONSTRUCT STRUCTURE (AC)
5,114533,SHATTUCK AVE,025,LOS ANGELES AVE,EUNICE ST,R,A,2,"1,590",30,"47,700",07/14/2022,77,11/06/2003,RECONSTRUCT STRUCTURE (AC)
5,517533,SHATTUCK AVE,030,EUNICE ST,ROSE ST,R,A,2,"1,335",40,"53,400",07/14/2022,44,05/17/2006,RECONSTRUCT STRUCTURE (AC)
5,517533,SHATTUCK AVE,036,ROSE ST,VINE ST,A,A,4,660,60,"39,600",07/14/2022,29,10/01/1996,RECONSTRUCT STRUCTURE (AC)
5,517533,SHATTUCK AVE,038,VINE ST,CEDAR ST,A,A,4,660,60,"39,600",07/14/2022,21,10/01/1996,RECONSTRUCT SURFACE (AC)
4,524533,SHATTUCK AVE,040,CEDAR ST,HEARST AVE,A,A,4,"1,670",60,"100,200",07/28/2022,22,10/01/1996,RECONSTRUCT SURFACE (AC)
4,524533,SHATTUCK AVE,048,HEARST AVE,UNIVERSITY AVE,A,A,4,620,60,"37,200",07/28/2022,29,10/01/1996,RECONSTRUCT STRUCTURE (AC)
4,729533,SHATTUCK AVE,050,ALLSTON WAY,DWIGHT WAY,A,O,4,"1,980",48,"95,040",07/12/2022,48,07/01/1994,MILL AND OVERLAY W/FABRIC
4,729533,SHATTUCK AVE,055,CENTER ST,ALLSTON WAY,A,A,4,340,69,"23,460",07/28/2022,97,06/11/2020,RECONSTRUCT SURFACE (AC)
3,735533,SHATTUCK AVE,060,DWIGHT WAY,WARD ST,A,O,4,"1,340",48,"64,320",07/12/2022,51,07/01/1994,MILL AND OVERLAY W/FABRIC
3,735533,SHATTUCK AVE,066,WARD ST,ASHBY AVE,C,O,2,"1,510",46,"69,460",07/12/2022,58,11/24/2008,MILL AND THICK OVERLAY
"3,8",739533,SHATTUCK AVE,070,ASHBY AVE,CITY LIMIT (WOOLSEY ST),C,O,2,"1,210",46,"55,660",07/12/2022,51,11/24/2008,MILL AND THICK OVERLAY
4,729533,SHATTUCK AVE (SB),057,UNIVERSITY AVE,CENTER ST,A,A,3,660,52,"34,320",07/28/2022,97,06/11/2020,RECONSTRUCT SURFACE (AC)
5,517534,SHATTUCK PL,030,HENRY ST & ROSE ST,SHATTUCK AVE,A,A,4,525,61,"32,025",07/14/2022,23,10/01/1996,RECONSTRUCT STRUCTURE (AC)
1,322536,SHORT ST,040,LINCOLN AVE,VIRGINIA ST,R,O,2,360,30,"10,800",07/21/2022,81,08/28/2008,MILL AND THICK OVERLAY
1,322536,SHORT ST,045,NORTH END,HEARST ST,R,O,2,345,36,"12,420",07/26/2022,21,08/10/1998,MILL AND THICK OVERLAY
5,213537,SIERRA ST,020,MADERA ST,SONOMA AVE,R,A,2,940,30,"28,200",07/19/2022,49,07/01/1993,RECONSTRUCT SURFACE (AC)
2,933571,SOJOURNER TRUTH CT,065,WARD ST,CUL DE SAC,R,A,2,440,30,"13,200",07/13/2022,61,,
5,213544,SOLANO AVE,050,TULARE AVE,COLUSA AVE,C,A,2,762,57,"43,434",07/19/2022,79,08/09/2005,RECONSTRUCT STRUCTURE (AC)
5,213544,SOLANO AVE,055,COLUSA AVE,THE ALAMEDA,C,A,2,756,60,"45,360",07/19/2022,78,08/09/2005,RECONSTRUCT STRUCTURE (AC)
5,212544,SOLANO AVE,060,THE ALAMEDA,CONTRA COSTA AVE,C,O,2,510,43,"21,930",07/19/2022,70,12/01/2017,SLURRY SEAL
5,112545,SOMERSET PL,060,SOUTHAMPTON AVE,DEAD END (JOHN HINKEL PARK),R,A,2,425,22,"9,350",07/18/2022,78,12/01/2017,SLURRY SEAL
5,213546,SONOMA AVE,050,WEST CITY LIMIT (TULARE AVE),JOSEPHINE ST,R,O,2,"1,975",36,"71,100",07/19/2022,74,12/01/2017,SLURRY SEAL
8,739569,SOUTH HOSPITAL DRIVE,075,WEST END,REGENT ST,R,O,2,300,30,"9,000",07/29/2022,64,,
5,112547,SOUTHAMPTON AVE,060,ARLINGTON AVE,SAN LUIS RD,R,A,2,"2,050",24,"49,200",07/18/2022,79,12/01/2017,SLURRY SEAL
5,112547,SOUTHAMPTON AVE,068,SAN LUIS RD,SANTA BARBARA RD,R,A,2,400,24,"9,600",07/19/2022,70,06/12/2000,RECONSTRUCT SURFACE (AC)
4,830548,SPAULDING AVE,050,ADDISON ST,DWIGHT WAY,R,O,2,"2,675",48,"128,400",07/27/2022,31,09/01/1991,MILL AND OVERLAY W/FABRIC
1,320686,SPINNAKER WAY,010,BREAKWATER DR,MARINA BLVD,R,A,2,"1,500",26,"39,000",07/27/2022,100,03/09/2022,FDR
6,516549,SPRING WAY,030,DEAD END,SCENIC AVE,R,A,2,220,18,"3,960",07/06/2022,85,06/30/2010,RECONSTRUCT STRUCTURE (AC)
"5,6",111550,SPRUCE ST,010,GRIZZLY PEAK AVE,ALTA RD,C,A,2,800,36,"28,800",07/07/2022,70,08/12/2005,RECONSTRUCT STRUCTURE (AC)
"5,6",111550,SPRUCE ST,015,ALTA RD,MARIN AVE,C,A,2,"4,375",36,"157,500",07/07/2022,76,08/12/2005,RECONSTRUCT STRUCTURE (AC)
"5,6",115550,SPRUCE ST,020,MARIN AVE,ARCH ST,C,A,2,"1,738",36,"62,568",07/07/2022,72,08/12/2005,RECONSTRUCT STRUCTURE (AC)
"5,6",115550,SPRUCE ST,025,ARCH ST,EUNICE ST,C,C,2,980,37,"36,260",07/07/2022,97,11/30/2021,MILL AND OVERLAY
"5,6",516550,SPRUCE ST,033,ROSE ST,VINE ST,R,O,2,665,36,"23,940",07/07/2022,69,12/01/2017,SLURRY SEAL
"5,6",516550,SPRUCE ST,036,VINE ST,CEDAR ST,R,O,2,660,36,"23,760",07/07/2022,67,06/15/2016,SLURRY SEAL
6,525550,SPRUCE ST,040,CEDAR ST,VIRGINIA ST,R,A,2,670,36,"24,120",07/27/2022,87,10/10/2016,RECONSTRUCT
6,425550,SPRUCE ST,045,VIRGINIA ST,HEARST AVE,R,O,2,"1,040",36,"37,440",07/27/2022,64,06/15/2016,SLURRY SEAL
1,319551,STANNAGE AVE,030,NORTH CITY LIMIT,GILMAN ST,R,A,2,700,30,"21,000",07/20/2022,80,08/31/2004,RECONSTRUCT STRUCTURE (AC)
1,319551,STANNAGE AVE,034,GILMAN ST,HOPKINS ST,R,A,2,"1,685",30,"50,550",07/20/2022,77,08/31/2004,RECONSTRUCT STRUCTURE (AC)
1,319551,STANNAGE AVE,038,HOPKINS ST,CEDAR ST,R,O,2,210,30,"6,300",07/20/2022,57,08/31/2004,MILL AND THIN OVERLAY
1,322551,STANNAGE AVE,040,CEDAR ST,VIRGINIA ST,R,O,2,660,30,"19,800",07/20/2022,82,08/31/2004,MILL AND THIN OVERLAY
2,933552,STANTON ST,065,OREGON ST,RUSSELL ST,R,A,2,428,30,"12,840",07/12/2022,68,06/16/2000,RECONSTRUCT SURFACE (AC)
2,933552,STANTON ST,067,RUSSELL ST,ASHBY AVE,R,O,2,560,26,"14,560",07/12/2022,70,06/15/2016,SLURRY SEAL
2,940552,STANTON ST,070,ASHBY AVE,PRINCE ST,R,O,2,706,26,"18,356",07/12/2022,68,11/24/2008,MILL AND THICK OVERLAY
5,213553,STATION PL,010,CATALINA AVE,SOUTH DEAD END (CATALINA AVE),R,A,2,210,36,"7,560",07/19/2022,92,10/11/2019,RECONSTRUCT STRUCTURE (AC)
6,115554,STERLING AVE,020,KEELER AVE,SHASTA RD,R,A,2,"2,310",20,"46,200",07/08/2022,31,08/10/1998,RECONSTRUCT STRUCTURE (AC)
6,115556,STEVENSON AVE,020,GRIZZLY PEAK BLVD,MILLER AVE,R,A,2,520,24,"12,480",07/08/2022,47,07/01/1996,RECONSTRUCT STRUCTURE (AC)
6,115559,STODDARD WAY,020,DEAD END,GRIZZLY PEAK BLVD,R,O,2,260,20,"5,200",07/07/2022,19,,
3,834561,STUART ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,A,2,"2,405",36,"86,580",07/11/2022,19,09/01/1993,RECONSTRUCT SURFACE (AC)
3,835561,STUART ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,660,42,"27,720",07/11/2022,22,09/01/1993,RECONSTRUCT SURFACE (AC)
3,735561,STUART ST,063,MILVIA ST,ADELINE ST,R,O,2,385,42,"16,170",07/11/2022,50,08/01/1985,SLURRY SEAL
3,735561,STUART ST,065,ADELINE ST,FULTON ST,R,O,2,995,36,"35,820",07/11/2022,37,02/01/1992,THIN AC OVERLAY(1.5 INCHES)
